modulus,depth,width,init,wd,seed,step,train_accuracy,test_accuracy,train_loss,test_loss
91,1,128,1,0.6,7,89000,1.0,1.0,0.0585869625210762,0.06392085552215576
91,1,128,1,0.6,7,89100,0.955314040184021,0.918751060962677,0.45620197057724,0.5591866374015808
91,1,128,1,0.6,7,89200,1.0,1.0,0.06095603108406067,0.07092991471290588
91,1,128,1,0.6,7,89300,1.0,1.0,0.05803405120968819,0.06486785411834717
91,1,128,1,0.6,7,89400,1.0,1.0,0.06003385782241821,0.06615545600652695
91,1,128,1,0.6,7,89500,0.9597423672676086,0.9085733890533447,0.5378879904747009,0.6640580892562866
91,1,128,1,0.6,7,89600,1.0,1.0,0.08012950420379639,0.09048591554164886
91,1,128,1,0.6,7,89700,1.0,1.0,0.08085695654153824,0.08921992033720016
91,1,128,1,0.6,7,89800,1.0,1.0,0.08210218697786331,0.09117144346237183
91,1,128,1,0.6,7,89900,1.0,1.0,0.08345678448677063,0.09150977432727814
91,1,128,1,0.6,7,90000,1.0,1.0,0.08437097072601318,0.091828353703022
91,1,128,1,0.6,7,90100,1.0,1.0,0.08293425291776657,0.09002429246902466
91,1,128,1,0.6,7,90200,1.0,1.0,0.09264030307531357,0.10585934668779373
91,1,128,1,0.6,7,90300,1.0,1.0,0.07644551247358322,0.08463569730520248
91,1,128,1,0.6,7,90400,1.0,1.0,0.07330422848463058,0.08010867983102798
91,1,128,1,0.6,7,90500,1.0,1.0,0.06675482541322708,0.07256084680557251
91,1,128,1,0.6,7,90600,1.0,1.0,0.05661393329501152,0.06153396889567375
91,1,128,1,0.6,7,90700,1.0,0.9994824528694153,0.12017462402582169,0.1414909064769745
91,1,128,1,0.6,7,90800,1.0,1.0,0.06960982829332352,0.07740098983049393
91,1,128,1,0.6,7,90900,0.6070853471755981,0.5758150815963745,1.4782170057296753,1.6098130941390991
91,1,128,1,0.6,7,91000,1.0,1.0,0.09071378409862518,0.10448585450649261
91,1,128,1,0.6,7,91100,1.0,1.0,0.08738494664430618,0.09767325222492218
91,1,128,1,0.6,7,91200,1.0,1.0,0.08966490626335144,0.09876047074794769
91,1,128,1,0.6,7,91300,1.0,1.0,0.09109709411859512,0.09958867728710175
91,1,128,1,0.6,7,91400,1.0,1.0,0.08963126689195633,0.09778638184070587
91,1,128,1,0.6,7,91500,0.9963768124580383,0.9903398156166077,0.2726386487483978,0.33065736293792725
91,1,128,1,0.6,7,91600,1.0,1.0,0.08977089822292328,0.1002262532711029
91,1,128,1,0.6,7,91700,1.0,1.0,0.08190082758665085,0.08996564149856567
91,1,128,1,0.6,7,91800,1.0,1.0,0.07196319848299026,0.07851823419332504
91,1,128,1,0.6,7,91900,1.0,1.0,0.06379694491624832,0.06963242590427399
91,1,128,1,0.6,7,92000,1.0,1.0,0.072625070810318,0.08271405100822449
91,1,128,1,0.6,7,92100,1.0,1.0,0.06905123591423035,0.07615474611520767
91,1,128,1,0.6,7,92200,1.0,1.0,0.07224340736865997,0.07890155911445618
91,1,128,1,0.6,7,92300,0.7447665333747864,0.7017422914505005,0.9019264578819275,1.0168083906173706
91,1,128,1,0.6,7,92400,1.0,1.0,0.08709193021059036,0.09762595593929291
91,1,128,1,0.6,7,92500,1.0,1.0,0.08957435190677643,0.09834446012973785
91,1,128,1,0.6,7,92600,1.0,1.0,0.09219513088464737,0.10038305819034576
91,1,128,1,0.6,7,92700,1.0,1.0,0.10738160461187363,0.12306217849254608
91,1,128,1,0.6,7,92800,1.0,1.0,0.09546475112438202,0.10551463067531586
91,1,128,1,0.6,7,92900,1.0,1.0,0.09196466207504272,0.1008087769150734
91,1,128,1,0.6,7,93000,1.0,1.0,0.07924129068851471,0.08681074529886246
91,1,128,1,0.6,7,93100,0.3663446009159088,0.35380369424819946,2.552292585372925,2.6475300788879395
91,1,128,1,0.6,7,93200,1.0,1.0,0.07986007630825043,0.09081677347421646
91,1,128,1,0.6,7,93300,1.0,1.0,0.07845983654260635,0.08666830509901047
91,1,128,1,0.6,7,93400,1.0,1.0,0.08170803636312485,0.08934537321329117
91,1,128,1,0.6,7,93500,0.9959742426872253,0.9843022227287292,0.3211214542388916,0.3818936347961426
91,1,128,1,0.6,7,93600,1.0,1.0,0.09789260476827621,0.11216633766889572
91,1,128,1,0.6,7,93700,1.0,1.0,0.09625817090272903,0.10712174326181412
91,1,128,1,0.6,7,93800,1.0,1.0,0.09652537107467651,0.10643065720796585
91,1,128,1,0.6,7,93900,1.0,1.0,0.09308280795812607,0.10245046019554138
91,1,128,1,0.6,7,94000,1.0,1.0,0.08503207564353943,0.09382347762584686
91,1,128,1,0.6,7,94100,1.0,1.0,0.07458838820457458,0.0822308138012886
91,1,128,1,0.6,7,94200,1.0,1.0,0.0935339480638504,0.10792971402406693
91,1,128,1,0.6,7,94300,1.0,1.0,0.07422711700201035,0.08300912380218506
91,1,128,1,0.6,7,94400,1.0,1.0,0.07293013483285904,0.08035165071487427
91,1,128,1,0.6,7,94500,0.9810789227485657,0.96308434009552,0.4661298096179962,0.5274558663368225
91,1,128,1,0.6,7,94600,1.0,0.9996549487113953,0.1076551228761673,0.12615229189395905
91,1,128,1,0.6,7,94700,1.0,1.0,0.0836900919675827,0.09478762000799179
91,1,128,1,0.6,7,94800,1.0,0.9996549487113953,0.159931480884552,0.18725693225860596
91,1,128,1,0.6,7,94900,1.0,1.0,0.08405890315771103,0.0976191982626915
91,1,128,1,0.6,7,95000,1.0,1.0,0.07764481008052826,0.08831001818180084
91,1,128,1,0.6,7,95100,1.0,1.0,0.07432600110769272,0.08339010179042816
91,1,128,1,0.6,7,95200,1.0,1.0,0.06867217272520065,0.07646515965461731
91,1,128,1,0.6,7,95300,1.0,1.0,0.060826338827610016,0.06752572953701019
91,1,128,1,0.6,7,95400,0.9730274081230164,0.9461790323257446,0.4139275550842285,0.49015435576438904
91,1,128,1,0.6,7,95500,1.0,1.0,0.06920427829027176,0.08157164603471756
91,1,128,1,0.6,7,95600,1.0,1.0,0.06715115159749985,0.07717665284872055
91,1,128,1,0.6,7,95700,1.0,1.0,0.06834525614976883,0.077484130859375
91,1,128,1,0.6,7,95800,1.0,1.0,0.06762642413377762,0.07625368237495422
91,1,128,1,0.6,7,95900,1.0,0.9986199736595154,0.2016436904668808,0.2438928782939911
91,1,128,1,0.6,7,96000,1.0,1.0,0.08114495128393173,0.0938829779624939
91,1,128,1,0.6,7,96100,1.0,1.0,0.07685226947069168,0.08664369583129883
91,1,128,1,0.6,7,96200,1.0,0.9993099570274353,0.11002654582262039,0.1326647847890854
91,1,128,1,0.6,7,96300,1.0,1.0,0.08859150856733322,0.1013236716389656
91,1,128,1,0.6,7,96400,1.0,1.0,0.08556466549634933,0.09639637917280197
91,1,128,1,0.6,7,96500,1.0,1.0,0.07597976177930832,0.08471380919218063
91,1,128,1,0.6,7,96600,1.0,0.9993099570274353,0.1214120015501976,0.14714118838310242
91,1,128,1,0.6,7,96700,1.0,1.0,0.08234933018684387,0.09450892359018326
91,1,128,1,0.6,7,96800,1.0,1.0,0.07980300486087799,0.08968460559844971
91,1,128,1,0.6,7,96900,1.0,1.0,0.07449240982532501,0.08278313279151917
91,1,128,1,0.6,7,97000,1.0,1.0,0.06726173311471939,0.07432395219802856
91,1,128,1,0.6,7,97100,1.0,0.9991374611854553,0.17892467975616455,0.20820654928684235
91,1,128,1,0.6,7,97200,1.0,1.0,0.08610846102237701,0.09722967445850372
91,1,128,1,0.6,7,97300,1.0,1.0,0.08522298187017441,0.09437964111566544
91,1,128,1,0.6,7,97400,1.0,1.0,0.08407719433307648,0.0921148732304573
91,1,128,1,0.6,7,97500,1.0,1.0,0.07451221346855164,0.08131783455610275
91,1,128,1,0.6,7,97600,0.97826087474823,0.9561842083930969,0.40773096680641174,0.4720376133918762
91,1,128,1,0.6,7,97700,1.0,1.0,0.0908004567027092,0.10576961934566498
91,1,128,1,0.6,7,97800,1.0,1.0,0.08220008760690689,0.09247628599405289
91,1,128,1,0.6,7,97900,1.0,1.0,0.07662776857614517,0.08494589477777481
91,1,128,1,0.6,7,98000,1.0,1.0,0.06294897943735123,0.06930527836084366
91,1,128,1,0.6,7,98100,1.0,1.0,0.04712298512458801,0.051589883863925934
91,1,128,1,0.6,7,98200,0.9975845813751221,0.9886147975921631,0.21534588932991028,0.27054670453071594
91,1,128,1,0.6,7,98300,1.0,0.996722400188446,0.14672373235225677,0.18309371173381805
91,1,128,1,0.6,7,98400,1.0,0.9970674514770508,0.13322009146213531,0.1697532832622528
91,1,128,1,0.6,7,98500,1.0,0.9927548766136169,0.15838812291622162,0.20911987125873566
91,1,128,1,0.6,7,98600,1.0,0.9962049126625061,0.12569379806518555,0.16699008643627167
91,1,128,1,0.6,7,98700,1.0,0.9979299306869507,0.09880409389734268,0.1327994018793106
91,1,128,1,0.6,7,98800,1.0,1.0,0.05240815505385399,0.062095120549201965
91,1,128,1,0.6,7,98900,1.0,1.0,0.04875187203288078,0.055007558315992355
91,1,128,1,0.6,7,99000,1.0,0.9993099570274353,0.10224280506372452,0.12987199425697327
91,1,128,1,0.6,7,99100,1.0,1.0,0.058903612196445465,0.06721438467502594
91,1,128,1,0.6,7,99200,1.0,1.0,0.0632542222738266,0.07012394815683365
91,1,128,1,0.6,7,99300,1.0,1.0,0.06696119159460068,0.07326240092515945
91,1,128,1,0.6,7,99400,1.0,1.0,0.06684858351945877,0.07281513512134552
91,1,128,1,0.6,7,99500,1.0,1.0,0.06254461407661438,0.06815680861473083
91,1,128,1,0.6,7,99600,1.0,0.9987924695014954,0.12385907024145126,0.15075640380382538
91,1,128,1,0.6,7,99700,1.0,1.0,0.06880716979503632,0.07798449695110321
91,1,128,1,0.6,7,99800,1.0,1.0,0.06880106031894684,0.07677686214447021
91,1,128,1,0.6,7,99900,1.0,1.0,0.06810654699802399,0.07544412463903427
91,1,128,1,0.6,7,100000,1.0,0.9996549487113953,0.11525565385818481,0.14130283892154694
91,1,128,1,0.6,7,100100,1.0,1.0,0.07953952252864838,0.09053455293178558
91,1,128,1,0.6,7,100200,1.0,1.0,0.07903995364904404,0.0883549228310585
91,1,128,1,0.6,7,100300,1.0,1.0,0.07355529069900513,0.08152137696743011
91,1,128,1,0.6,7,100400,1.0,1.0,0.050653908401727676,0.055779244750738144
91,1,128,1,0.6,7,100500,1.0,1.0,0.03888784348964691,0.04274124652147293
91,1,128,1,0.6,7,100600,1.0,0.99982750415802,0.09899236261844635,0.11908142268657684
91,1,128,1,0.6,7,100700,1.0,1.0,0.06464637815952301,0.07316619157791138
91,1,128,1,0.6,7,100800,1.0,1.0,0.0684666708111763,0.075921431183815
91,1,128,1,0.6,7,100900,1.0,0.9996549487113953,0.10073570162057877,0.12132938206195831
91,1,128,1,0.6,7,101000,1.0,1.0,0.07578553259372711,0.08540553599596024
91,1,128,1,0.6,7,101100,1.0,1.0,0.07509306073188782,0.0831085816025734
91,1,128,1,0.6,7,101200,1.0,1.0,0.07435134053230286,0.08156988769769669
91,1,128,1,0.6,7,101300,1.0,1.0,0.07157164067029953,0.07814635336399078
91,1,128,1,0.6,7,101400,1.0,1.0,0.06591375917196274,0.07182545214891434
91,1,128,1,0.6,7,101500,1.0,1.0,0.06336620450019836,0.06928445398807526
91,1,128,1,0.6,7,101600,1.0,1.0,0.07587431371212006,0.08930870145559311
91,1,128,1,0.6,7,101700,1.0,1.0,0.06552822887897491,0.07383200526237488
91,1,128,1,0.6,7,101800,1.0,1.0,0.06828053295612335,0.0755600556731224
91,1,128,1,0.6,7,101900,1.0,1.0,0.07016178965568542,0.07694096118211746
91,1,128,1,0.6,7,102000,1.0,1.0,0.0695403665304184,0.07599946856498718
91,1,128,1,0.6,7,102100,0.9971819519996643,0.9867172241210938,0.2102002203464508,0.2603793442249298
91,1,128,1,0.6,7,102200,1.0,1.0,0.07690134644508362,0.08661287277936935
91,1,128,1,0.6,7,102300,1.0,1.0,0.07593674957752228,0.08347458392381668
91,1,128,1,0.6,7,102400,1.0,1.0,0.07661674171686172,0.08332967758178711
91,1,128,1,0.6,7,102500,1.0,1.0,0.07543518394231796,0.08176765590906143
91,1,128,1,0.6,7,102600,1.0,1.0,0.07235006988048553,0.07844831049442291
91,1,128,1,0.6,7,102700,1.0,1.0,0.06821191310882568,0.07407934963703156
91,1,128,1,0.6,7,102800,0.998792290687561,0.9937898516654968,0.22012768685817719,0.2635900378227234
91,1,128,1,0.6,7,102900,1.0,1.0,0.07505838572978973,0.08524424582719803
91,1,128,1,0.6,7,103000,1.0,1.0,0.07074190676212311,0.07896646857261658
91,1,128,1,0.6,7,103100,1.0,0.9982749819755554,0.14467954635620117,0.1776493638753891
91,1,128,1,0.6,7,103200,1.0,1.0,0.08640161901712418,0.10118808597326279
91,1,128,1,0.6,7,103300,1.0,1.0,0.08261977136135101,0.09455829858779907
91,1,128,1,0.6,7,103400,1.0,1.0,0.08000236004590988,0.0906025841832161
91,1,128,1,0.6,7,103500,1.0,1.0,0.07252095639705658,0.08185597509145737
91,1,128,1,0.6,7,103600,1.0,1.0,0.058717258274555206,0.06616855412721634
91,1,128,1,0.6,7,103700,1.0,1.0,0.0413510799407959,0.04644404724240303
91,1,128,1,0.6,7,103800,0.715781033039093,0.6291185021400452,1.1568641662597656,1.3584355115890503
91,1,128,1,0.6,7,103900,1.0,0.9994824528694153,0.0823543593287468,0.10539355129003525
91,1,128,1,0.6,7,104000,1.0,1.0,0.05002814531326294,0.05739852041006088
91,1,128,1,0.6,7,104100,0.6191626191139221,0.5285492539405823,1.4287266731262207,1.6317877769470215
91,1,128,1,0.6,7,104200,1.0,1.0,0.08602182567119598,0.10033738613128662
91,1,128,1,0.6,7,104300,1.0,1.0,0.07814641296863556,0.0886550098657608
91,1,128,1,0.6,7,104400,1.0,1.0,0.08958784490823746,0.10245954990386963
91,1,128,1,0.6,7,104500,1.0,1.0,0.08364909887313843,0.09377367794513702
91,1,128,1,0.6,7,104600,1.0,1.0,0.08114658296108246,0.09035226702690125
91,1,128,1,0.6,7,104700,1.0,1.0,0.07133939862251282,0.0792551338672638
91,1,128,1,0.6,7,104800,1.0,1.0,0.05226666107773781,0.057923752814531326
91,1,128,1,0.6,7,104900,1.0,0.9993099570274353,0.1321885585784912,0.1657007932662964
91,1,128,1,0.6,7,105000,1.0,1.0,0.06103642284870148,0.07127029448747635
91,1,128,1,0.6,7,105100,1.0,1.0,0.06489858031272888,0.07350964844226837
91,1,128,1,0.6,7,105200,1.0,1.0,0.06963175535202026,0.07766441255807877
91,1,128,1,0.6,7,105300,1.0,1.0,0.07211712002754211,0.07988260686397552
91,1,128,1,0.6,7,105400,1.0,1.0,0.07167317718267441,0.07921411097049713
91,1,128,1,0.6,7,105500,1.0,0.9993099570274353,0.15023265779018402,0.17817705869674683
91,1,128,1,0.6,7,105600,1.0,1.0,0.08528950810432434,0.09663248807191849
91,1,128,1,0.6,7,105700,1.0,1.0,0.08544861525297165,0.0950537919998169
91,1,128,1,0.6,7,105800,1.0,1.0,0.08612165600061417,0.09508729726076126
91,1,128,1,0.6,7,105900,0.7218196392059326,0.6722442507743835,1.0058425664901733,1.1326686143875122
91,1,128,1,0.6,7,106000,1.0,1.0,0.10700373351573944,0.12756012380123138
91,1,128,1,0.6,7,106100,1.0,1.0,0.08166385442018509,0.0927252322435379
91,1,128,1,0.6,7,106200,1.0,1.0,0.061789534986019135,0.06874595582485199
91,1,128,1,0.6,7,106300,0.9967793822288513,0.9884423017501831,0.19061976671218872,0.2389589548110962
91,1,128,1,0.6,7,106400,1.0,1.0,0.06219300627708435,0.07214366644620895
91,1,128,1,0.6,7,106500,1.0,1.0,0.06341717392206192,0.07145839929580688
91,1,128,1,0.6,7,106600,1.0,1.0,0.06502952426671982,0.07214272022247314
91,1,128,1,0.6,7,106700,1.0,1.0,0.06412623822689056,0.07068611681461334
91,1,128,1,0.6,7,106800,1.0,1.0,0.060513101518154144,0.06660430878400803
91,1,128,1,0.6,7,106900,1.0,1.0,0.07647348195314407,0.08929366618394852
91,1,128,1,0.6,7,107000,1.0,1.0,0.06889373064041138,0.07717470824718475
91,1,128,1,0.6,7,107100,1.0,1.0,0.07012195885181427,0.0773865208029747
91,1,128,1,0.6,7,107200,1.0,1.0,0.06889662146568298,0.07558386772871017
91,1,128,1,0.6,7,107300,1.0,1.0,0.06464249640703201,0.07079963386058807
91,1,128,1,0.6,7,107400,0.9927536249160767,0.9660168886184692,0.3825345039367676,0.4507869482040405
91,1,128,1,0.6,7,107500,1.0,1.0,0.07521125674247742,0.08717939257621765
91,1,128,1,0.6,7,107600,1.0,1.0,0.074602872133255,0.08382271230220795
91,1,128,1,0.6,7,107700,1.0,0.9991374611854553,0.11338076740503311,0.1385783851146698
91,1,128,1,0.6,7,107800,1.0,1.0,0.07435385882854462,0.08689280599355698
91,1,128,1,0.6,7,107900,1.0,1.0,0.06968388706445694,0.07889257371425629
91,1,128,1,0.6,7,108000,1.0,1.0,0.06452928483486176,0.07187352329492569
91,1,128,1,0.6,7,108100,1.0,1.0,0.05300008878111839,0.058466050773859024
91,1,128,1,0.6,7,108200,1.0,1.0,0.04286247491836548,0.04700815677642822
91,1,128,1,0.6,7,108300,1.0,1.0,0.036688681691884995,0.040104664862155914
91,1,128,1,0.6,7,108400,0.999597430229187,0.9939624071121216,0.11359360069036484,0.14701330661773682
91,1,128,1,0.6,7,108500,1.0,1.0,0.0342613123357296,0.040273796766996384
91,1,128,1,0.6,7,108600,1.0,1.0,0.03744039684534073,0.041455235332250595
91,1,128,1,0.6,7,108700,1.0,1.0,0.04362212494015694,0.04744061455130577
91,1,128,1,0.6,7,108800,1.0,1.0,0.08309079706668854,0.0999191626906395
91,1,128,1,0.6,7,108900,1.0,1.0,0.05425044894218445,0.06116434186697006
91,1,128,1,0.6,7,109000,1.0,1.0,0.05840136483311653,0.06426620483398438
91,1,128,1,0.6,7,109100,1.0,1.0,0.0628732219338417,0.06852268427610397
91,1,128,1,0.6,7,109200,0.9315620064735413,0.8702777028083801,0.5216765403747559,0.6360616683959961
91,1,128,1,0.6,7,109300,1.0,1.0,0.08338875323534012,0.09692024439573288
91,1,128,1,0.6,7,109400,1.0,1.0,0.07688736170530319,0.08589046448469162
91,1,128,1,0.6,7,109500,0.5966183543205261,0.5585647821426392,1.5287925004959106,1.648812174797058
91,1,128,1,0.6,7,109600,1.0,1.0,0.09078020602464676,0.1044936403632164
91,1,128,1,0.6,7,109700,1.0,1.0,0.08488544821739197,0.09522394835948944
91,1,128,1,0.6,7,109800,1.0,1.0,0.0762740820646286,0.08473242074251175
91,1,128,1,0.6,7,109900,1.0,1.0,0.06688427180051804,0.07381033152341843
91,1,128,1,0.6,7,110000,1.0,1.0,0.06021801754832268,0.06627462804317474
91,1,128,1,0.6,7,110100,1.0,0.9972399473190308,0.19669131934642792,0.23229853808879852
91,1,128,1,0.6,7,110200,1.0,1.0,0.07150911539793015,0.08400280773639679
91,1,128,1,0.6,7,110300,1.0,1.0,0.059512875974178314,0.06755369901657104
91,1,128,1,0.6,7,110400,1.0,1.0,0.06073278188705444,0.06786903738975525
91,1,128,1,0.6,7,110500,1.0,1.0,0.061200350522994995,0.06790485233068466
91,1,128,1,0.6,7,110600,1.0,1.0,0.09531327337026596,0.11290357261896133
91,1,128,1,0.6,7,110700,1.0,1.0,0.08139672875404358,0.09197951853275299
91,1,128,1,0.6,7,110800,1.0,1.0,0.08362625539302826,0.0926768034696579
91,1,128,1,0.6,7,110900,1.0,1.0,0.08486347645521164,0.09299727529287338
91,1,128,1,0.6,7,111000,1.0,1.0,0.08264608681201935,0.0900806337594986
91,1,128,1,0.6,7,111100,1.0,0.99982750415802,0.1043057069182396,0.12139620631933212
91,1,128,1,0.6,7,111200,1.0,1.0,0.08490025997161865,0.09638801962137222
91,1,128,1,0.6,7,111300,1.0,1.0,0.07996248453855515,0.08958999812602997
91,1,128,1,0.6,7,111400,1.0,1.0,0.07331892848014832,0.08173401653766632
91,1,128,1,0.6,7,111500,1.0,1.0,0.061095062643289566,0.06802128255367279
91,1,128,1,0.6,7,111600,1.0,1.0,0.04986046999692917,0.055540986359119415
91,1,128,1,0.6,7,111700,1.0,1.0,0.0415395088493824,0.04636155068874359
91,1,128,1,0.6,7,111800,0.989935576915741,0.9613593220710754,0.24855215847492218,0.33198729157447815
91,1,128,1,0.6,7,111900,1.0,1.0,0.05272343382239342,0.06128253787755966
91,1,128,1,0.6,7,112000,1.0,1.0,0.05453455075621605,0.061373524367809296
91,1,128,1,0.6,7,112100,1.0,1.0,0.05916506424546242,0.0654885545372963
91,1,128,1,0.6,7,112200,1.0,1.0,0.05998121201992035,0.06590884923934937
91,1,128,1,0.6,7,112300,0.998792290687561,0.9899948239326477,0.20132848620414734,0.2466488480567932
91,1,128,1,0.6,7,112400,1.0,1.0,0.06671323627233505,0.07801429182291031
91,1,128,1,0.6,7,112500,1.0,1.0,0.06446325778961182,0.07305588573217392
91,1,128,1,0.6,7,112600,1.0,1.0,0.06514830142259598,0.07267151027917862
91,1,128,1,0.6,7,112700,1.0,1.0,0.0635433942079544,0.070159412920475
91,1,128,1,0.6,7,112800,1.0,1.0,0.05912730470299721,0.06492843478918076
91,1,128,1,0.6,7,112900,1.0,1.0,0.05292344465851784,0.05802203714847565
91,1,128,1,0.6,7,113000,1.0,0.9941349029541016,0.17096766829490662,0.22082610428333282
91,1,128,1,0.6,7,113100,1.0,1.0,0.059682972729206085,0.06884723156690598
91,1,128,1,0.6,7,113200,1.0,1.0,0.060397543013095856,0.06792520731687546
91,1,128,1,0.6,7,113300,1.0,1.0,0.06210203096270561,0.06897222250699997
91,1,128,1,0.6,7,113400,1.0,1.0,0.06140713021159172,0.06784050166606903
91,1,128,1,0.6,7,113500,0.9291465282440186,0.874762773513794,0.5490472912788391,0.6626849174499512
91,1,128,1,0.6,7,113600,1.0,1.0,0.07247066497802734,0.0850653201341629
91,1,128,1,0.6,7,113700,1.0,1.0,0.06233350560069084,0.07006057351827621
91,1,128,1,0.6,7,113800,1.0,1.0,0.06555800884962082,0.07250192761421204
91,1,128,1,0.6,7,113900,1.0,1.0,0.06549505889415741,0.07187043875455856
91,1,128,1,0.6,7,114000,0.7979066371917725,0.7319303154945374,0.9317154288291931,1.076974868774414
91,1,128,1,0.6,7,114100,1.0,1.0,0.08291045576334,0.09463173151016235
91,1,128,1,0.6,7,114200,1.0,1.0,0.0794021412730217,0.08840706944465637
91,1,128,1,0.6,7,114300,0.6984702348709106,0.6589615345001221,1.1221950054168701,1.2241342067718506
91,1,128,1,0.6,7,114400,1.0,0.9994824528694153,0.10536892712116241,0.12286137789487839
91,1,128,1,0.6,7,114500,1.0,1.0,0.09418611973524094,0.10607967525720596
91,1,128,1,0.6,7,114600,1.0,1.0,0.09270007908344269,0.10286923497915268
91,1,128,1,0.6,7,114700,1.0,1.0,0.09084029495716095,0.09994404017925262
91,1,128,1,0.6,7,114800,1.0,1.0,0.08665874600410461,0.0949140265583992
91,1,128,1,0.6,7,114900,1.0,1.0,0.07858328521251678,0.08594480901956558
91,1,128,1,0.6,7,115000,1.0,1.0,0.06748737394809723,0.0737844705581665
91,1,128,1,0.6,7,115100,1.0,1.0,0.12800507247447968,0.15580686926841736
91,1,128,1,0.6,7,115200,1.0,1.0,0.07565373182296753,0.0869741290807724
91,1,128,1,0.6,7,115300,1.0,1.0,0.07143594324588776,0.08022348582744598
91,1,128,1,0.6,7,115400,0.999194860458374,0.9912023544311523,0.21137607097625732,0.25720900297164917
91,1,128,1,0.6,7,115500,1.0,1.0,0.07356637716293335,0.08379675447940826
91,1,128,1,0.6,7,115600,1.0,1.0,0.07391275465488434,0.08211412280797958
91,1,128,1,0.6,7,115700,1.0,1.0,0.07507669925689697,0.08228925615549088
91,1,128,1,0.6,7,115800,1.0,1.0,0.07456491142511368,0.0810854583978653
91,1,128,1,0.6,7,115900,1.0,1.0,0.07184340804815292,0.07778350263834
91,1,128,1,0.6,7,116000,0.9810789227485657,0.9648093581199646,0.3166860342025757,0.37206780910491943
91,1,128,1,0.6,7,116100,1.0,1.0,0.07586928457021713,0.08449585735797882
91,1,128,1,0.6,7,116200,1.0,1.0,0.07686155289411545,0.08399934321641922
91,1,128,1,0.6,7,116300,1.0,1.0,0.07907108217477798,0.08580350130796432
91,1,128,1,0.6,7,116400,1.0,1.0,0.08583883196115494,0.09356445074081421
91,1,128,1,0.6,7,116500,1.0,1.0,0.07678279280662537,0.08343549817800522
91,1,128,1,0.6,7,116600,0.989533007144928,0.9782646298408508,0.24707329273223877,0.30045783519744873
91,1,128,1,0.6,7,116700,1.0,1.0,0.08134324848651886,0.09191622585058212
91,1,128,1,0.6,7,116800,1.0,1.0,0.08059776574373245,0.08913026005029678
91,1,128,1,0.6,7,116900,1.0,1.0,0.08012404292821884,0.08782956004142761
91,1,128,1,0.6,7,117000,1.0,1.0,0.07650233060121536,0.08359554409980774
91,1,128,1,0.6,7,117100,0.9645732641220093,0.9422114491462708,0.3558882772922516,0.4178610146045685
91,1,128,1,0.6,7,117200,1.0,1.0,0.07660295069217682,0.08508316427469254
91,1,128,1,0.6,7,117300,1.0,1.0,0.07373549789190292,0.08071549236774445
91,1,128,1,0.6,7,117400,1.0,1.0,0.07380825281143188,0.0804106593132019
91,1,128,1,0.6,7,117500,1.0,1.0,0.07140765339136124,0.07778263837099075
91,1,128,1,0.6,7,117600,1.0,1.0,0.06643069535493851,0.072409488260746
91,1,128,1,0.6,7,117700,1.0,0.9963774085044861,0.21321624517440796,0.2610664963722229
91,1,128,1,0.6,7,117800,1.0,1.0,0.07293212413787842,0.08267496526241302
91,1,128,1,0.6,7,117900,1.0,1.0,0.07283744215965271,0.0803002342581749
91,1,128,1,0.6,7,118000,1.0,1.0,0.07239852845668793,0.07907190918922424
91,1,128,1,0.6,7,118100,1.0,1.0,0.06363504379987717,0.06935002654790878
91,1,128,1,0.6,7,118200,1.0,1.0,0.0747031643986702,0.08525440096855164
91,1,128,1,0.6,7,118300,1.0,1.0,0.06633082032203674,0.07358995079994202
91,1,128,1,0.6,7,118400,1.0,1.0,0.06636742502450943,0.07269388437271118
91,1,128,1,0.6,7,118500,1.0,1.0,0.06554033607244492,0.07128481566905975
91,1,128,1,0.6,7,118600,1.0,1.0,0.062489427626132965,0.06782864034175873
91,1,128,1,0.6,7,118700,1.0,1.0,0.07230767607688904,0.08523615449666977
91,1,128,1,0.6,7,118800,1.0,1.0,0.0643039345741272,0.07221053540706635
91,1,128,1,0.6,7,118900,1.0,1.0,0.06242573261260986,0.06900730729103088
91,1,128,1,0.6,7,119000,1.0,1.0,0.05934044346213341,0.06519986689090729
91,1,128,1,0.6,7,119100,1.0,0.99982750415802,0.11442200839519501,0.1374630630016327
91,1,128,1,0.6,7,119200,1.0,1.0,0.07137209922075272,0.0804169774055481
91,1,128,1,0.6,7,119300,1.0,1.0,0.07544510066509247,0.08355051279067993
91,1,128,1,0.6,7,119400,1.0,1.0,0.08144685626029968,0.08920396119356155
91,1,128,1,0.6,7,119500,1.0,0.9984474778175354,0.14775431156158447,0.1801140010356903
91,1,128,1,0.6,7,119600,1.0,1.0,0.07878139615058899,0.09141868352890015
91,1,128,1,0.6,7,119700,1.0,1.0,0.05788480490446091,0.06519953161478043
91,1,128,1,0.6,7,119800,1.0,1.0,0.0485619455575943,0.05406331643462181
91,1,128,1,0.6,7,119900,0.9975845813751221,0.9874072670936584,0.2669542133808136,0.3250070810317993
91,1,128,1,0.6,7,120000,1.0,1.0,0.06707758456468582,0.07854024320840836
91,1,128,1,0.6,7,120100,1.0,1.0,0.060223933309316635,0.06735231727361679
91,1,128,1,0.6,7,120200,1.0,1.0,0.06399189680814743,0.07011239975690842
91,1,128,1,0.6,7,120300,0.6139291524887085,0.5556322336196899,1.4372187852859497,1.5797951221466064
